CustomerID,Tenure,MonthlyCharges,TotalCharges,Contract,PaymentMethod,PaperlessBilling,SeniorCitizen,Churn,PaperlessBilling_Label,Contract_One year,Contract_Two year,PaymentMethod_Credit Card,PaymentMethod_Electronic Check,Contract_Ordinal,Tenure_minmax,MonthlyCharges_minmax,TotalCharges_minmax,Tenure_standard,MonthlyCharges_standard,TotalCharges_standard,AvgMonthlySpend,CustomerLifetimeValue,PaymentEfficiency,TenureGroup,HighValueCustomer,IsLongTermContract
C00109,48,152,4042,One year,Electronic Check,Yes,1,0,1,1.0,0.0,0.0,1.0,1.0,0.6714285714285715,0.7374301675977654,0.4957232222647772,0.5554484814480811,0.7413608776101851,-0.08673646629575846,84.21,7296,0.554,Loyal,1,1
C00110,32,24,2939,Two year,Electronic Check,Yes,1,0,1,0.0,1.0,0.0,1.0,2.0,0.44285714285714284,0.02234636871508379,0.3549087195199796,-0.21950580030717656,-1.7321609744934454,-0.5751443972144838,91.84,768,3.827,Established,0,1
C00111,41,88,3461,One year,Bank Transfer,Yes,1,0,1,1.0,0.0,0.0,0.0,1.0,0.5714285714285715,0.3798882681564246,0.42154985318524196,0.2164059831801559,-0.49540004844163016,-0.3440030192094298,84.41,3608,0.959,Loyal,0,1
C00112,55,87,3353,Two year,Credit Card,No,1,0,0,0.0,1.0,1.0,0.0,2.0,0.7714285714285715,0.3743016759776537,0.4077620324269118,0.8944909797160063,-0.5147244379111898,-0.391825373279441,60.96,4785,0.701,Loyal,0,1
C00113,15,102,1746,Month-to-month,Credit Card,No,1,0,0,0.0,0.0,1.0,0.0,0.0,0.19999999999999998,0.45810055865921795,0.20260436614324012,-1.0428947246721378,-0.22485859586779558,-1.1034042898582186,116.4,1530,1.141,Established,0,0
C00114,31,111,2539,Month-to-month,Credit Card,No,0,0,0,0.0,0.0,1.0,0.0,0.0,0.42857142857142855,0.5083798882681565,0.30384271671134944,-0.2679404429168802,-0.05093909064175906,-0.7522642271034142,81.9,3441,0.738,Established,0,0
C00115,33,160,2315,One year,Bank Transfer,No,0,0,0,1.0,0.0,0.0,0.0,1.0,0.45714285714285713,0.782122905027933,0.27524575513851657,-0.17107115769747297,0.895955993366662,-0.8514513318412152,70.15,5280,0.438,Established,1,1
C00116,70,164,5320,One year,Credit Card,No,0,0,0,1.0,0.0,1.0,0.0,1.0,0.9857142857142858,0.8044692737430168,0.6588791012383505,1.6210106188615605,0.9732535512449004,0.479161390199374,76.0,11480,0.463,Loyal,1,1
C00117,14,187,2225,Two year,Electronic Check,Yes,0,0,1,0.0,1.0,0.0,1.0,2.0,0.1857142857142857,0.9329608938547486,0.26375590450657477,-1.0913293672818414,1.4177145090447716,-0.8913032935662245,158.93,2618,0.85,Established,1,1
C00118,35,98,4023,Two year,Bank Transfer,Yes,0,0,1,0.0,1.0,0.0,0.0,2.0,0.4857142857142857,0.43575418994413406,0.49329758713136734,-0.07420187247806576,-0.30215615374603405,-0.09514965821548266,114.94,3430,1.173,Established,0,1
C00119,56,83,562,Month-to-month,Bank Transfer,Yes,0,0,1,0.0,0.0,0.0,0.0,0.0,0.7857142857142857,0.35195530726256985,0.05144899782969488,0.94292562232571,-0.5920219957894283,-1.6276789863294525,10.04,4648,0.121,Loyal,0,0
C00120,62,75,2451,One year,Credit Card,No,0,0,0,1.0,0.0,1.0,0.0,1.0,0.8714285714285714,0.30726256983240224,0.2926081960934508,1.2335334779839315,-0.7466171115459052,-0.7912305896789789,39.53,4650,0.527,Loyal,0,1
C00121,30,107,6906,One year,Credit Card,Yes,1,0,1,1.0,0.0,1.0,0.0,1.0,0.41428571428571426,0.4860335195530726,0.8613558023745691,-0.3163750855265838,-0.12823664851999753,1.1814415157089828,230.2,3210,2.151,Established,0,1
C00122,15,147,2687,One year,Electronic Check,No,0,0,0,1.0,0.0,0.0,1.0,1.0,0.19999999999999998,0.7094972067039107,0.3227371377505426,-1.0428947246721378,0.644738930262387,-0.68672989004451,179.13,2205,1.219,Established,1,1
C00123,41,114,2419,Two year,Bank Transfer,No,1,0,0,0.0,1.0,0.0,0.0,2.0,0.5714285714285715,0.5251396648044693,0.2885229158687604,0.2164059831801559,0.007034077766919783,-0.8054001760700933,59.0,4674,0.518,Loyal,0,1
C00124,27,50,2751,Two year,Electronic Check,Yes,1,0,1,0.0,1.0,0.0,1.0,2.0,0.3714285714285714,0.16759776536312848,0.33090769819992344,-0.4616790133556946,-1.2297268482848955,-0.6583907172622812,101.89,1350,2.038,Established,0,1
C00125,4,177,950,Month-to-month,Credit Card,Yes,0,1,1,0.0,0.0,1.0,0.0,0.0,0.04285714285714286,0.8770949720670391,0.10098302055406613,-1.5756757933788776,1.2244706143491755,-1.45587275133719,237.5,708,1.342,New,1,0
C00126,62,183,7208,Two year,Electronic Check,Yes,1,0,1,0.0,1.0,0.0,1.0,2.0,0.8714285714285714,0.9106145251396648,0.8999106344950848,1.2335334779839315,1.3404169511665331,1.3151669872751253,116.26,11346,0.635,Loyal,1,1
C00127,31,62,5887,One year,Bank Transfer,No,1,0,0,1.0,0.0,0.0,0.0,1.0,0.42857142857142855,0.23463687150837992,0.7312651602195838,-0.2679404429168802,-0.9978341746501801,0.7302287490669328,189.9,1922,3.063,Established,0,1
C00128,13,137,7128,One year,Bank Transfer,Yes,0,0,1,1.0,0.0,0.0,0.0,1.0,0.17142857142857143,0.6536312849162011,0.8896974339333589,-1.1397640098915451,0.4514950355667909,1.279743021297339,548.31,1781,4.002,Established,1,1
C00129,20,179,2692,Month-to-month,Bank Transfer,Yes,1,0,1,0.0,0.0,0.0,0.0,0.0,0.2714285714285714,0.888268156424581,0.3233754627856505,-0.8007215116236198,1.2631193932882947,-0.6845158921708984,134.6,3580,0.752,Established,1,0
C00130,8,174,3979,Two year,Credit Card,Yes,0,1,1,0.0,1.0,1.0,0.0,2.0,0.09999999999999999,0.8603351955307263,0.48768032682241796,-1.381937222940063,1.1664974459404966,-0.11463283950326499,497.38,1392,2.858,New,1,1
C00131,2,125,7858,Month-to-month,Electronic Check,No,1,1,0,0.0,0.0,0.0,1.0,0.0,0.014285714285714285,0.5865921787709497,0.9828928890591088,-1.6725450785982847,0.21960236193207552,1.602986710844637,3929.0,250,31.432,New,1,0
C00132,3,79,891,Month-to-month,Credit Card,No,1,1,0,0.0,0.0,1.0,0.0,0.0,0.028571428571428574,0.3296089385474861,0.09345078513979319,-1.6241104359885812,-0.6693195536676667,-1.4819979262458072,297.0,237,3.759,New,0,0
C00133,48,92,5908,Two year,Bank Transfer,Yes,0,0,1,0.0,1.0,0.0,0.0,2.0,0.6714285714285715,0.4022346368715084,0.7339461253670369,0.5554484814480811,-0.4181024905633917,0.7395275401361016,123.08,4416,1.338,Loyal,0,1
C00134,15,28,6569,Month-to-month,Credit Card,No,1,0,0,0.0,0.0,1.0,0.0,0.0,0.19999999999999998,0.04469273743016759,0.8183326950082982,-1.0428947246721378,-1.654863416615207,1.032218059027559,437.93,420,15.64,Established,0,0
C00135,64,101,5706,Month-to-month,Bank Transfer,Yes,1,0,1,0.0,0.0,0.0,0.0,0.0,0.9,0.45251396648044695,0.7081577939486786,1.3304027632033388,-0.2441829853373552,0.6500820260421918,89.16,6464,0.883,Loyal,0,0
C00136,52,152,4318,Two year,Bank Transfer,Yes,0,0,1,0.0,1.0,0.0,0.0,2.0,0.7285714285714286,0.7374301675977654,0.530958764202732,0.7491870518868955,0.7413608776101851,0.03547621632760348,83.04,7904,0.546,Loyal,1,1
C00137,10,134,4476,Month-to-month,Electronic Check,No,0,1,0,0.0,0.0,0.0,1.0,0.0,0.12857142857142856,0.6368715083798883,0.5511298353121409,-1.285067937720656,0.39352186715811205,0.10543854913373096,447.6,1340,3.34,New,1,0
C00138,30,188,4095,Two year,Electronic Check,Yes,0,0,1,0.0,1.0,0.0,1.0,2.0,0.41428571428571426,0.9385474860335196,0.5024894676369207,-0.3163750855265838,1.4370388985143312,-0.06326808883547519,136.5,5640,0.726,Established,1,1
C00139,27,67,3567,Month-to-month,Credit Card,Yes,1,0,1,0.0,0.0,1.0,0.0,0.0,0.3714285714285714,0.26256983240223464,0.43508234392952894,-0.4616790133556946,-0.901212227302382,-0.29706626428886324,132.11,1809,1.972,Established,0,0
C00140,2,184,5021,One year,Electronic Check,Yes,1,1,1,1.0,0.0,0.0,1.0,1.0,0.014285714285714285,0.9162011173184358,0.6207072641388995,-1.6725450785982847,1.3597413406360928,0.34676431735739854,2510.5,368,13.644,New,1,1
C00141,46,112,6817,Two year,Electronic Check,No,0,0,0,0.0,1.0,0.0,1.0,2.0,0.6428571428571429,0.5139664804469274,0.8499936167496489,0.45857919622867394,-0.031614701172199444,1.1420323535586958,148.2,5152,1.323,Loyal,0,1
C00142,11,115,1713,Two year,Bank Transfer,Yes,1,1,1,0.0,1.0,0.0,0.0,2.0,0.14285714285714285,0.5307262569832403,0.19839142091152814,-1.2366332951109522,0.0263584672364794,-1.1180166758240555,155.73,1265,1.354,New,0,1
C00143,64,167,3677,Month-to-month,Bank Transfer,No,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9,0.8212290502793297,0.4491254947019022,1.3304027632033388,1.0312267196535794,-0.2483583110694074,57.45,10688,0.344,Loyal,1,0
C00144,65,47,5540,One year,Bank Transfer,Yes,1,0,1,1.0,0.0,0.0,0.0,1.0,0.9142857142857143,0.15083798882681565,0.6869654027830971,1.3788374058130424,-1.2877000166935744,0.5765772966382857,85.23,3055,1.813,Loyal,0,1
C00145,21,173,7651,Two year,Bank Transfer,Yes,0,0,1,0.0,1.0,0.0,0.0,2.0,0.2857142857142857,0.8547486033519553,0.9564662326056428,-0.7522868690139163,1.147173056470937,1.5113271988771155,364.33,3633,2.106,Established,1,1
C00146,29,42,2058,One year,Credit Card,No,1,0,0,1.0,0.0,1.0,0.0,1.0,0.39999999999999997,0.12290502793296089,0.24243584833397167,-0.36480972813628737,-1.3843219640413724,-0.965250822544853,70.97,1218,1.69,Established,0,1
C00147,6,133,7448,One year,Credit Card,No,0,1,0,1.0,0.0,1.0,0.0,1.0,0.07142857142857142,0.6312849162011174,0.9305502361802629,-1.4788065081594703,0.37419747768855244,1.4214388852084834,1241.33,798,9.333,New,1,1
C00148,34,24,2004,Two year,Bank Transfer,Yes,1,0,1,0.0,1.0,0.0,0.0,2.0,0.4714285714285714,0.02234636871508379,0.23554193795480657,-0.12263651508776936,-1.7321609744934454,-0.9891619995798586,58.94,816,2.456,Established,0,1
C00149,20,114,1250,One year,Bank Transfer,Yes,0,0,1,1.0,0.0,0.0,0.0,1.0,0.2714285714285714,0.5251396648044693,0.13928252266053875,-0.8007215116236198,0.007034077766919783,-1.3230328789204924,62.5,2280,0.548,Established,0,1
C00150,42,132,3139,Month-to-month,Electronic Check,No,0,0,0,0.0,0.0,0.0,1.0,0.0,0.5857142857142857,0.6256983240223464,0.3804417209242947,0.2648406257898595,0.3548730882189928,-0.4865844822700187,74.74,5544,0.566,Loyal,1,0
C00151,5,105,5965,One year,Credit Card,No,0,1,0,1.0,0.0,1.0,0.0,1.0,0.05714285714285714,0.4748603351955307,0.7412230307672667,-1.5272411507691739,-0.16688542745911675,0.7647671158952741,1193.0,525,11.362,New,0,1
C00152,45,139,7654,Month-to-month,Credit Card,No,1,0,0,0.0,0.0,1.0,0.0,0.0,0.6285714285714286,0.664804469273743,0.9568492276267074,0.4101445536189703,0.49014381450591016,1.5126555976012825,170.09,6255,1.224,Loyal,1,0
C00153,21,156,6366,Two year,Electronic Check,No,0,0,0,0.0,1.0,0.0,1.0,2.0,0.2857142857142857,0.7597765363128492,0.7924166985829184,-0.7522868690139163,0.8186584354884235,0.9423297453589269,303.14,3276,1.943,Established,1,1
C00154,37,158,3355,Two year,Electronic Check,No,0,0,0,0.0,1.0,0.0,1.0,2.0,0.5142857142857143,0.7709497206703911,0.40801736244095493,0.02266741274134146,0.8573072144275428,-0.3909397741299963,90.68,5846,0.574,Loyal,1,1
C00155,68,40,5920,Month-to-month,Bank Transfer,Yes,1,0,1,0.0,0.0,0.0,0.0,0.0,0.9571428571428572,0.111731843575419,0.7354781054512958,1.5241413336421532,-1.4229707429804916,0.7448411350327695,87.06,2720,2.176,Loyal,0,0
C00156,26,148,4601,One year,Bank Transfer,Yes,0,0,1,1.0,0.0,0.0,0.0,1.0,0.35714285714285715,0.7150837988826816,0.5670879611898378,-0.5101136559653983,0.6640633197319467,0.1607884959740217,176.96,3848,1.196,Established,1,1
C00157,26,78,5632,Two year,Electronic Check,Yes,1,0,1,0.0,1.0,0.0,1.0,2.0,0.35714285714285715,0.32402234636871513,0.698710583429082,-0.5101136559653983,-0.6886439431372263,0.6173148575127396,216.62,2028,2.777,Established,0,1
C00158,1,86,7217,Two year,Bank Transfer,Yes,0,0,1,0.0,1.0,0.0,0.0,2.0,0.0,0.3687150837988827,0.9010596195582791,-1.7209797212079883,-0.5340488273807494,1.319152183447626,7217.0,86,83.919,New,0,1
C00159,47,182,3250,One year,Electronic Check,No,1,0,0,1.0,0.0,0.0,1.0,1.0,0.6571428571428571,0.9050279329608938,0.3946125367036895,0.5070138388383775,1.3210925616969735,-0.4374337294758405,69.15,8554,0.38,Loyal,1,1
C00160,30,154,4096,One year,Bank Transfer,Yes,0,0,1,1.0,0.0,0.0,0.0,1.0,0.41428571428571426,0.7486033519553073,0.5026171326439423,-0.3163750855265838,0.7800096565493043,-0.06282528926075287,136.53,4620,0.887,Established,1,1
C00161,51,78,984,Month-to-month,Electronic Check,Yes,1,0,1,0.0,0.0,0.0,1.0,0.0,0.7142857142857143,0.32402234636871513,0.10532363079279969,0.700752409277192,-0.6886439431372263,-1.440817565796631,19.29,3978,0.247,Loyal,0,0
C00162,13,90,347,One year,Electronic Check,Yes,0,0,1,1.0,0.0,0.0,1.0,1.0,0.17142857142857143,0.3910614525139665,0.024001021320056177,-1.1397640098915451,-0.45675126950251094,-1.7228808948947525,26.69,1170,0.297,Established,0,1
C00163,64,185,3916,One year,Credit Card,Yes,1,0,1,1.0,0.0,1.0,0.0,1.0,0.9,0.9217877094972068,0.47963743138005877,1.3304027632033388,1.3790657301056524,-0.1425292127107715,61.19,11840,0.331,Loyal,1,1
C00164,60,171,220,Month-to-month,Credit Card,No,1,0,0,0.0,0.0,1.0,0.0,0.0,0.8428571428571429,0.8435754189944135,0.007787565428316101,1.1366641927645245,1.1085242775318178,-1.779116440884488,3.67,10260,0.021,Loyal,1,0
C00165,69,48,3419,One year,Bank Transfer,Yes,1,0,1,1.0,0.0,0.0,0.0,1.0,0.9714285714285714,0.1564245810055866,0.4161879228903358,1.5725759762518567,-1.2683756272240148,-0.36260060134776745,49.55,3312,1.032,Loyal,0,1
C00166,40,105,791,One year,Credit Card,Yes,0,0,1,1.0,0.0,1.0,0.0,1.0,0.5571428571428572,0.4748603351955307,0.08068428443763564,0.16797134057045227,-0.16688542745911675,-1.5262778837180397,19.77,4200,0.188,Loyal,0,1
C00167,23,110,6723,Two year,Bank Transfer,Yes,1,0,1,0.0,1.0,0.0,0.0,2.0,0.3142857142857143,0.5027932960893855,0.8379931060896207,-0.655417583794509,-0.07026348011131868,1.1004091935347973,292.3,2530,2.657,Established,0,1
C00168,42,80,5832,One year,Electronic Check,No,1,0,0,1.0,0.0,0.0,1.0,1.0,0.5857142857142857,0.335195530726257,0.7242435848333971,0.2648406257898595,-0.6499951641981071,0.7058747724572049,138.86,3360,1.736,Loyal,0,1
C00169,13,99,2938,Month-to-month,Credit Card,No,0,0,0,0.0,0.0,1.0,0.0,0.0,0.17142857142857143,0.44134078212290506,0.354781054512958,-1.1397640098915451,-0.28283176427647444,-0.5755871967892062,226.0,1287,2.283,Established,0,0
C00170,24,84,6882,One year,Credit Card,Yes,0,0,1,1.0,0.0,1.0,0.0,1.0,0.32857142857142857,0.3575418994413408,0.8582918422060513,-0.6069829411848054,-0.5726976063198687,1.170814325915647,286.75,2016,3.414,Established,0,1
C00171,22,61,5363,Two year,Bank Transfer,Yes,1,0,1,0.0,1.0,0.0,0.0,2.0,0.3,0.22905027932960897,0.6643686965402783,-0.7038522264042126,-1.0171585641197398,0.49820177191243403,243.77,1342,3.996,Established,0,1
C00172,10,115,3717,One year,Electronic Check,Yes,0,1,1,1.0,0.0,0.0,1.0,1.0,0.12857142857142856,0.5307262569832403,0.45423209498276523,-1.285067937720656,0.0263584672364794,-0.23064632808051436,371.7,1150,3.232,New,0,1
C00173,62,160,1811,Month-to-month,Credit Card,Yes,1,0,1,0.0,0.0,1.0,0.0,0.0,0.8714285714285714,0.782122905027933,0.21090259159964253,1.2335334779839315,0.895955993366662,-1.0746223175012675,29.21,9920,0.183,Loyal,1,0
C00174,5,145,1090,Month-to-month,Credit Card,No,1,1,0,0.0,0.0,1.0,0.0,0.0,0.05714285714285714,0.6983240223463687,0.11885612153708669,-1.5272411507691739,0.6060901513232678,-1.3938808108760643,218.0,725,1.503,New,1,0
C00175,20,76,6396,Two year,Credit Card,Yes,1,0,1,0.0,1.0,1.0,0.0,2.0,0.2714285714285714,0.3128491620111732,0.7962466487935657,-0.8007215116236198,-0.7272927220763455,0.9556137326005967,319.8,1520,4.208,Established,0,1
C00176,68,67,1797,Two year,Electronic Check,No,1,0,0,0.0,1.0,0.0,1.0,2.0,0.9571428571428572,0.26256983240223464,0.20911528150134048,1.5241413336421532,-0.901212227302382,-1.08082151154738,26.43,4556,0.394,Loyal,0,1
C00177,42,50,279,One year,Electronic Check,No,0,0,0,1.0,0.0,0.0,1.0,1.0,0.5857142857142857,0.16759776536312848,0.015319800842589045,0.2648406257898595,-1.2297268482848955,-1.7529912659758706,6.64,2100,0.133,Loyal,0,1
C00178,3,180,3232,One year,Bank Transfer,No,0,0,0,1.0,0.0,0.0,0.0,1.0,0.028571428571428574,0.893854748603352,0.3923145665773012,-1.6241104359885812,1.2824437827578543,-0.44540412182084244,1077.33,540,5.985,New,1,1
C00179,68,193,3285,One year,Credit Card,No,0,0,0,1.0,0.0,1.0,0.0,1.0,0.9571428571428572,0.9664804469273743,0.39908081194944467,1.5241413336421532,1.5336608458621293,-0.42193574436055914,48.31,13124,0.25,Loyal,1,1
C00180,52,39,3233,Two year,Credit Card,Yes,1,0,1,0.0,1.0,1.0,0.0,2.0,0.7285714285714286,0.10614525139664806,0.39244223158432273,0.7491870518868955,-1.4422951324500513,-0.44496132224612006,62.17,2028,1.594,Loyal,0,1
C00181,4,135,4742,Month-to-month,Credit Card,No,1,1,0,0.0,0.0,1.0,0.0,0.0,0.04285714285714286,0.6424581005586593,0.5850887271798799,-1.5756757933788776,0.41284625662767166,0.22322323600986965,1185.5,540,8.781,New,1,0
C00182,13,64,4297,Month-to-month,Bank Transfer,Yes,1,0,1,0.0,0.0,0.0,0.0,0.0,0.17142857142857143,0.2458100558659218,0.5282777990552789,-1.1397640098915451,-0.9591853957110609,0.026177425258434635,330.54,832,5.165,Established,0,0
C00183,56,151,735,Two year,Credit Card,Yes,1,0,1,0.0,1.0,1.0,0.0,2.0,0.7857142857142857,0.7318435754189945,0.07353504404442741,0.94292562232571,0.7220364881406255,-1.55107465990249,13.12,8456,0.087,Loyal,1,1
C00184,61,29,2290,One year,Credit Card,Yes,0,0,1,1.0,0.0,1.0,0.0,1.0,0.8571428571428572,0.050279329608938536,0.2720541299629772,1.185098835374228,-1.6355390271456474,-0.8625213212092734,37.54,1769,1.295,Loyal,0,1
C00185,47,130,2289,Month-to-month,Bank Transfer,Yes,0,0,1,0.0,0.0,0.0,0.0,0.0,0.6571428571428571,0.6145251396648045,0.27192646495595557,0.5070138388383775,0.3162243092798736,-0.8629641207839956,48.7,6110,0.375,Loyal,1,0
C00186,59,93,7342,Month-to-month,Bank Transfer,No,0,0,0,0.0,0.0,0.0,0.0,0.0,0.8285714285714286,0.4078212290502794,0.9170177454359759,1.0882295501548207,-0.3987781010938321,1.3745021302879168,124.44,5487,1.338,Loyal,0,0
C00187,47,199,6905,Two year,Electronic Check,Yes,1,0,1,0.0,1.0,0.0,1.0,2.0,0.6571428571428571,1.0,0.8612281373675476,0.5070138388383775,1.649607182679487,1.1809987161342606,146.91,9353,0.738,Loyal,1,1
C00188,49,163,3776,One year,Bank Transfer,No,0,0,0,1.0,0.0,0.0,0.0,1.0,0.6857142857142857,0.7988826815642458,0.4617643303970382,0.6038831240577848,0.9539291617753408,-0.20452115317189715,77.06,7987,0.473,Loyal,1,1
C00189,31,100,4971,One year,Electronic Check,Yes,0,0,1,1.0,0.0,0.0,1.0,1.0,0.42857142857142855,0.44692737430167595,0.6143240137878208,-0.2679404429168802,-0.26350737480691483,0.32462433862128226,160.35,3100,1.604,Established,0,1
C00190,52,185,7330,Two year,Credit Card,Yes,0,0,1,0.0,1.0,1.0,0.0,2.0,0.7285714285714286,0.9217877094972068,0.915485765351717,0.7491870518868955,1.3790657301056524,1.369188535391249,140.96,9620,0.762,Loyal,1,1
C00191,46,51,466,One year,Bank Transfer,Yes,0,0,1,1.0,0.0,0.0,0.0,1.0,0.6428571428571429,0.17318435754189948,0.039193157155623645,0.45857919622867394,-1.210402458815336,-1.6701877455027958,10.13,2346,0.199,Loyal,0,1
C00192,43,31,7992,Month-to-month,Credit Card,No,0,0,0,0.0,0.0,1.0,0.0,0.0,0.6,0.06145251396648045,0.9999999999999999,0.3132752683995631,-1.5968902482065281,1.6623218538574287,185.86,1333,5.995,Loyal,0,0
C00193,65,158,3712,One year,Credit Card,No,0,0,0,1.0,0.0,1.0,0.0,1.0,0.9142857142857143,0.7709497206703911,0.4535937699476574,1.3788374058130424,0.8573072144275428,-0.232860325954126,57.11,10270,0.361,Loyal,1,1
C00194,71,138,6231,Month-to-month,Electronic Check,No,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.6592178770949721,0.7751819226350057,1.669445261471264,0.4708194250363505,0.8825518027714129,87.76,9798,0.636,Loyal,1,0
C00195,27,121,4317,One year,Bank Transfer,No,0,0,0,1.0,0.0,0.0,0.0,1.0,0.3714285714285714,0.5642458100558659,0.5308310991957104,-0.4616790133556946,0.14230480405383708,0.03503341675288115,159.89,3267,1.321,Established,1,1
C00196,30,133,3029,Month-to-month,Credit Card,Yes,1,0,1,0.0,0.0,1.0,0.0,0.0,0.41428571428571426,0.6312849162011174,0.3663985701519214,-0.3163750855265838,0.37419747768855244,-0.5352924354894746,100.97,3990,0.759,Established,1,0
C00197,37,152,2750,One year,Credit Card,No,0,0,0,1.0,0.0,1.0,0.0,1.0,0.5142857142857143,0.7374301675977654,0.33078003319290183,0.02266741274134146,0.7413608776101851,-0.6588335168370035,74.32,5624,0.489,Loyal,1,1
C00198,37,34,6987,Month-to-month,Electronic Check,No,1,0,0,0.0,0.0,0.0,1.0,0.0,0.5142857142857143,0.07821229050279328,0.8716966679433167,0.02266741274134146,-1.5389170797978493,1.2173082812614913,188.84,1258,5.554,Loyal,0,0
C00199,3,63,1535,Two year,Electronic Check,No,0,0,0,0.0,1.0,0.0,1.0,2.0,0.028571428571428574,0.24022346368715086,0.17566704966168772,-1.6241104359885812,-0.9785097851806205,-1.1968350001246295,511.67,189,8.122,New,0,1
C00200,42,143,7310,One year,Electronic Check,Yes,0,0,1,1.0,0.0,0.0,1.0,1.0,0.5857142857142857,0.6871508379888268,0.9129324652112856,0.2648406257898595,0.5674413723841486,1.3603325438968024,174.05,6006,1.217,Loyal,1,1
C00201,50,170,3185,Two year,Electronic Check,No,0,0,0,0.0,1.0,0.0,1.0,2.0,0.7000000000000001,0.8379888268156425,0.38631431124728716,0.6523177666674883,1.0891998880622582,-0.4662157018327917,63.7,8500,0.375,Loyal,1,1
C00202,50,169,159,One year,Bank Transfer,No,0,0,0,1.0,0.0,0.0,0.0,1.0,0.7000000000000001,0.8324022346368716,0.0,0.6523177666674883,1.0698754985926986,-1.8061272149425498,3.18,8450,0.019,Loyal,1,1
C00203,29,189,5035,One year,Credit Card,Yes,1,0,1,1.0,0.0,1.0,0.0,1.0,0.39999999999999997,0.9441340782122906,0.6224945742372016,-0.36480972813628737,1.4563632879838908,0.3529635114035111,173.62,5481,0.919,Established,1,1
C00204,15,55,5421,Two year,Credit Card,No,0,0,0,0.0,1.0,1.0,0.0,2.0,0.19999999999999998,0.19553072625698326,0.6717732669475296,-1.0428947246721378,-1.1331049009370975,0.5238841472463289,361.4,825,6.571,Established,0,1
C00205,69,40,3396,Month-to-month,Credit Card,Yes,0,0,1,0.0,0.0,1.0,0.0,0.0,0.9714285714285714,0.111731843575419,0.41325162772883955,1.5725759762518567,-1.4229707429804916,-0.37278499156638095,49.22,2760,1.23,Loyal,0,0
C00206,69,94,5765,Month-to-month,Electronic Check,Yes,0,0,1,0.0,0.0,0.0,1.0,0.0,0.9714285714285714,0.4134078212290503,0.7156900293629516,1.5725759762518567,-0.3794537116242725,0.676207200950809,83.55,6486,0.889,Loyal,0,0
C00207,57,32,4351,One year,Bank Transfer,No,0,0,0,1.0,0.0,0.0,0.0,1.0,0.8,0.0670391061452514,0.535171709434444,0.9913602649354136,-1.5775658587369685,0.05008860229344023,76.33,1824,2.385,Loyal,0,1
C00208,70,171,4801,Month-to-month,Electronic Check,No,0,0,0,0.0,0.0,0.0,1.0,0.0,0.9857142857142858,0.8435754189944135,0.5926209625941529,1.6210106188615605,1.1085242775318178,0.24934841091848686,68.59,11970,0.401,Loyal,1,0
C00209,46,199,4023,Month-to-month,Electronic Check,Yes,0,0,1,0.0,0.0,0.0,1.0,0.0,0.6428571428571429,1.0,0.49329758713136734,0.45857919622867394,1.649607182679487,-0.09514965821548266,87.46,9154,0.439,Loyal,1,0
C00210,65,82,7742,Two year,Credit Card,Yes,0,0,1,0.0,1.0,1.0,0.0,2.0,0.9142857142857143,0.3463687150837989,0.9680837482446061,1.3788374058130424,-0.6113463852589879,1.5516219601768473,119.11,5330,1.453,Loyal,0,1
C00211,65,113,2956,Month-to-month,Credit Card,Yes,0,0,1,0.0,0.0,1.0,0.0,0.0,0.9142857142857143,0.5195530726256984,0.3570790246393464,1.3788374058130424,-0.012290311702639832,-0.5676168044442044,45.48,7345,0.402,Loyal,0,0
C00212,51,160,4278,Two year,Credit Card,No,1,0,0,0.0,1.0,1.0,0.0,2.0,0.7142857142857143,0.782122905027933,0.525852163921869,0.700752409277192,0.895955993366662,0.017764233338710442,83.88,8160,0.524,Loyal,1,1
C00213,44,59,1893,Month-to-month,Credit Card,Yes,0,0,1,0.0,0.0,1.0,0.0,0.0,0.6142857142857143,0.21787709497206703,0.22137112217541172,0.3617099110092667,-1.055807343058859,-1.0383127523740368,43.02,2596,0.729,Loyal,0,0
C00214,7,142,3099,Month-to-month,Bank Transfer,No,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0857142857142857,0.6815642458100559,0.37533512064343166,-1.4303718655497668,0.548116982914589,-0.5042964652589117,442.71,994,3.118,New,1,0
C00215,59,29,1393,One year,Electronic Check,Yes,0,0,1,1.0,0.0,0.0,1.0,1.0,0.8285714285714286,0.050279329608938536,0.157538618664624,1.0882295501548207,-1.6355390271456474,-1.2597125397351996,23.61,1711,0.814,Loyal,0,1
C00216,8,102,2161,One year,Bank Transfer,Yes,1,0,1,1.0,0.0,0.0,0.0,1.0,0.09999999999999999,0.45810055865921795,0.25558534405719396,-1.381937222940063,-0.22485859586779558,-0.9196424663484534,270.12,816,2.648,New,0,1
C00217,10,152,5250,Month-to-month,Credit Card,Yes,1,1,1,0.0,0.0,1.0,0.0,0.0,0.12857142857142856,0.7374301675977654,0.6499425507468403,-1.285067937720656,0.7413608776101851,0.4481654199688112,525.0,1520,3.454,New,1,0
C00218,67,182,6193,Two year,Bank Transfer,Yes,0,0,1,0.0,1.0,0.0,0.0,2.0,0.9428571428571428,0.9050279329608938,0.7703306523681859,1.4757066910324497,1.3210925616969735,0.8657254189319644,92.43,12194,0.508,Loyal,1,1
